timestamp,gpu_utilization_pct,power_draw_w,memory_used_mib,memory_total_mib
2026-09-21T08:39:32.482103+00:00,0.0,38.76,30085.0,49140.0
2026-09-21T08:39:33.505005+00:00,0.0,38.62,30085.0,49140.0
2026-09-21T08:39:34.527927+00:00,0.0,38.53,30085.0,49140.0
2026-09-21T08:39:35.551722+00:00,0.0,38.57,30085.0,49140.0
2026-09-21T08:39:36.573997+00:00,0.0,38.51,30085.0,49140.0
2026-09-21T08:39:37.596230+00:00,0.0,38.43,30085.0,49140.0
2026-09-21T08:39:38.618609+00:00,0.0,38.54,30085.0,49140.0
2026-09-21T08:39:39.639445+00:00,0.0,38.69,30085.0,49140.0
2026-09-21T08:39:40.661648+00:00,100.0,99.66,30085.0,49140.0
2026-09-21T08:39:41.684133+00:00,100.0,299.6,30085.0,49140.0
2026-09-21T08:39:42.706301+00:00,100.0,298.76,30085.0,49140.0
2026-09-21T08:39:43.728426+00:00,100.0,291.9,30085.0,49140.0
2026-09-21T08:39:44.752265+00:00,100.0,299.11,30085.0,49140.0
2026-09-21T08:39:45.774551+00:00,100.0,299.5,30085.0,49140.0
2026-09-21T08:39:46.796567+00:00,99.0,291.86,30085.0,49140.0
2026-09-21T08:39:47.818869+00:00,100.0,298.92,30085.0,49140.0
2026-09-21T08:39:48.840848+00:00,100.0,298.94,30085.0,49140.0
2026-09-21T08:39:49.864307+00:00,81.0,292.9,30085.0,49140.0
2026-09-21T08:39:50.886224+00:00,100.0,296.98,30085.0,49140.0
2026-09-21T08:39:51.908712+00:00,100.0,298.83,30085.0,49140.0
2026-09-21T08:39:52.931663+00:00,100.0,298.95,30085.0,49140.0
2026-09-21T08:39:53.954873+00:00,100.0,289.78,30085.0,49140.0
2026-09-21T08:39:54.976000+00:00,100.0,299.11,30085.0,49140.0
2026-09-21T08:39:55.998371+00:00,100.0,298.85,30085.0,49140.0
2026-09-21T08:39:57.019960+00:00,100.0,292.43,30085.0,49140.0
2026-09-21T08:39:58.042028+00:00,100.0,299.78,30085.0,49140.0
2026-09-21T08:39:59.064023+00:00,100.0,298.95,30085.0,49140.0
2026-09-21T08:40:00.085798+00:00,100.0,292.61,30085.0,49140.0
2026-09-21T08:40:01.108293+00:00,100.0,299.77,30085.0,49140.0
2026-09-21T08:40:02.129860+00:00,100.0,299.83,30085.0,49140.0
2026-09-21T08:40:03.152448+00:00,100.0,292.62,30085.0,49140.0
2026-09-21T08:40:04.174001+00:00,100.0,299.71,30085.0,49140.0
2026-09-21T08:40:05.196620+00:00,100.0,299.61,30085.0,49140.0
2026-09-21T08:40:06.218676+00:00,93.0,291.63,30085.0,49140.0
2026-09-21T08:40:07.242437+00:00,100.0,299.52,30085.0,49140.0
2026-09-21T08:40:08.264472+00:00,100.0,299.21,30085.0,49140.0
2026-09-21T08:40:09.286825+00:00,99.0,292.1,30085.0,49140.0
2026-09-21T08:40:10.309002+00:00,100.0,292.58,30085.0,49140.0
2026-09-21T08:40:11.331016+00:00,100.0,298.75,30085.0,49140.0
2026-09-21T08:40:12.352952+00:00,100.0,298.83,30085.0,49140.0
