timestamp,gpu_utilization_pct,power_draw_w,memory_used_mib,memory_total_mib
2026-09-19T13:43:48.078405+00:00,97.0,299.6,43287.0,49140.0
2026-09-19T13:43:49.102010+00:00,97.0,299.32,43287.0,49140.0
2026-09-19T13:43:50.126941+00:00,97.0,299.28,43287.0,49140.0
2026-09-19T13:43:51.151094+00:00,97.0,299.21,43287.0,49140.0
2026-09-19T13:43:52.175313+00:00,97.0,299.08,43287.0,49140.0
2026-09-19T13:43:53.198832+00:00,96.0,298.68,43287.0,49140.0
2026-09-19T13:43:54.225790+00:00,94.0,297.49,43287.0,49140.0
2026-09-19T13:43:55.250557+00:00,97.0,299.02,43287.0,49140.0
2026-09-19T13:43:56.275904+00:00,97.0,299.12,43287.0,49140.0
2026-09-19T13:43:57.301337+00:00,97.0,299.12,43287.0,49140.0
2026-09-19T13:43:58.323102+00:00,96.0,298.95,43287.0,49140.0
2026-09-19T13:43:59.346242+00:00,97.0,298.86,43287.0,49140.0
2026-09-19T13:44:00.370794+00:00,97.0,298.73,43287.0,49140.0
2026-09-19T13:44:01.392092+00:00,51.0,285.01,43287.0,49140.0
2026-09-19T13:44:02.413556+00:00,0.0,148.97,43287.0,49140.0
2026-09-19T13:44:03.437087+00:00,0.0,129.77,43287.0,49140.0
2026-09-19T13:44:04.460005+00:00,0.0,123.93,43287.0,49140.0
2026-09-19T13:44:05.483380+00:00,0.0,117.12,43287.0,49140.0
2026-09-19T13:44:06.512142+00:00,0.0,115.25,43287.0,49140.0
2026-09-19T13:44:07.534897+00:00,0.0,114.47,43287.0,49140.0
2026-09-19T13:44:08.558521+00:00,0.0,114.14,43287.0,49140.0
2026-09-19T13:44:09.580995+00:00,0.0,113.61,43287.0,49140.0
2026-09-19T13:44:10.603649+00:00,0.0,113.08,43287.0,49140.0
2026-09-19T13:44:11.625499+00:00,0.0,112.57,43287.0,49140.0
2026-09-19T13:44:12.647108+00:00,0.0,112.02,43287.0,49140.0
2026-09-19T13:44:13.669402+00:00,0.0,111.6,43287.0,49140.0
2026-09-19T13:44:14.692235+00:00,0.0,111.19,43287.0,49140.0
2026-09-19T13:44:15.714137+00:00,0.0,110.38,43287.0,49140.0
2026-09-19T13:44:16.735772+00:00,0.0,109.54,43287.0,49140.0
2026-09-19T13:44:17.759385+00:00,0.0,109.02,43287.0,49140.0
2026-09-19T13:44:18.781191+00:00,0.0,92.93,43287.0,49140.0
2026-09-19T13:44:19.804146+00:00,0.0,61.89,43287.0,49140.0
2026-09-19T13:44:20.826225+00:00,0.0,46.34,43287.0,49140.0
2026-09-19T13:44:21.849797+00:00,0.0,45.86,43287.0,49140.0
2026-09-19T13:44:22.871968+00:00,0.0,45.62,43287.0,49140.0
2026-09-19T13:44:23.895759+00:00,0.0,45.33,43287.0,49140.0
2026-09-19T13:44:24.917896+00:00,0.0,45.04,43287.0,49140.0
2026-09-19T13:44:25.941062+00:00,0.0,44.78,43287.0,49140.0
2026-09-19T13:44:26.963833+00:00,0.0,44.61,43287.0,49140.0
2026-09-19T13:44:27.986241+00:00,0.0,44.4,43287.0,49140.0
2026-09-19T13:44:29.010538+00:00,0.0,44.14,43287.0,49140.0
2026-09-19T13:44:30.033418+00:00,0.0,43.9,43287.0,49140.0
2026-09-19T13:44:31.056914+00:00,0.0,43.67,43287.0,49140.0
