concurrency,request_index,ttft_s,e2e_s,n_tokens,error,level_wall_s
1,0,0.1705347599927336,1.947654590010643,128,,37.401164799928665
1,1,0.06566467299126089,1.8410249059088528,128,,37.401164799928665
1,2,0.05526114488020539,1.8317737157922238,128,,37.401164799928665
1,3,0.06257809489034116,1.8394922579172999,128,,37.401164799928665
1,4,0.06606858200393617,1.8429764998145401,128,,37.401164799928665
1,5,0.07043199613690376,1.8472334209363908,128,,37.401164799928665
1,6,0.06579439993947744,1.842132531106472,128,,37.401164799928665
1,7,0.05355457100085914,1.829226213041693,128,,37.401164799928665
1,8,0.06350846495479345,1.838781296974048,128,,37.401164799928665
1,9,0.06571964896284044,1.8411020869389176,128,,37.401164799928665
1,10,0.0673877689987421,1.842679754132405,128,,37.401164799928665
1,11,0.06352992495521903,1.8398682461120188,128,,37.401164799928665
1,12,0.054256184957921505,1.831328609958291,128,,37.401164799928665
1,13,0.06089070695452392,1.841986098792404,128,,37.401164799928665
1,14,0.06332911201752722,1.8416644840035588,128,,37.401164799928665
1,15,0.0634073109831661,1.8416775958612561,128,,37.401164799928665
1,16,0.06300063710659742,1.8421296239830554,128,,37.401164799928665
1,17,0.05728423991240561,1.8374558670911938,128,,37.401164799928665
1,18,0.06515861116349697,1.8464657631702721,128,,37.401164799928665
1,19,0.06661267415620387,1.8471030429936945,128,,37.401164799928665
2,0,0.14213308203034103,1.9449957911856472,128,,19.64718395099044
2,1,0.1213847491890192,1.945976214017719,128,,19.64718395099044
2,2,0.12786936713382602,1.9314792840741575,128,,19.64718395099044
2,3,0.10521649289876223,1.9324394878931344,128,,19.64718395099044
2,4,0.13603117316961288,1.938885851064697,128,,19.64718395099044
2,5,0.11218883795663714,1.939202634152025,128,,19.64718395099044
2,6,0.13217172492295504,1.9346604158636183,128,,19.64718395099044
2,7,0.10888576717115939,1.9343594540841877,128,,19.64718395099044
2,8,0.13884353707544506,1.9431446820963174,128,,19.64718395099044
2,9,0.11437601409852505,1.9416735761333257,128,,19.64718395099044
2,10,0.13530829804949462,1.9405968780629337,128,,19.64718395099044
2,11,0.11236782604828477,1.9405916968826205,128,,19.64718395099044
2,12,0.13310063094832003,1.938734303927049,128,,19.64718395099044
2,13,0.1090511018410325,1.9382360179442912,128,,19.64718395099044
2,14,0.14193010702729225,1.948538752971217,128,,19.64718395099044
2,15,0.11699492204934359,1.950195980956778,128,,19.64718395099044
2,16,0.12986248405650258,1.9353355611674488,128,,19.64718395099044
2,17,0.10421530902385712,1.9320969339460135,128,,19.64718395099044
2,18,0.13667461508885026,1.942708594026044,128,,19.64718395099044
2,19,0.11308072204701602,1.9298210660926998,128,,19.64718395099044
4,2,0.1385010271333158,1.985485662939027,128,,10.324296592036262
4,0,0.18996084411628544,2.058612781111151,128,,10.324296592036262
4,1,0.16610102402046323,2.0353446369990706,128,,10.324296592036262
4,3,0.11719624605029821,1.9868681719526649,128,,10.324296592036262
4,4,0.19540676614269614,2.040496558183804,128,,10.324296592036262
4,5,0.17218643287196755,2.041847155895084,128,,10.324296592036262
4,7,0.12634038785472512,1.9959569869097322,128,,10.324296592036262
4,6,0.14951046486385167,2.019204200943932,128,,10.324296592036262
4,8,0.18978429702110589,2.0370588100049645,128,,10.324296592036262
4,9,0.1668836628086865,2.038288919022307,128,,10.324296592036262
4,11,0.12100328202359378,1.9923863359726965,128,,10.324296592036262
4,10,0.14417500188574195,2.0154974109027535,128,,10.324296592036262
4,12,0.18959871493279934,2.037978165084496,128,,10.324296592036262
4,15,0.11543900496326387,1.9881618518847972,128,,10.324296592036262
4,13,0.16464247298426926,2.0370964789763093,128,,10.324296592036262
4,14,0.14089188096113503,2.0139612569473684,128,,10.324296592036262
4,16,0.1932590431533754,2.0411674461793154,128,,10.324296592036262
4,17,0.17161394492723048,2.028926596045494,128,,10.324296592036262
4,18,0.14742934005334973,2.005293319001794,128,,10.324296592036262
4,19,0.1233164700679481,1.9814264269080013,128,,10.324296592036262
8,0,0.32316971803084016,2.2645051279105246,128,,6.67004427080974
8,5,0.21316834189929068,2.1763877540361136,128,,6.67004427080974
8,2,0.2815702559892088,2.2454685079865158,128,,6.67004427080974
8,6,0.15676694991998374,2.1197891770862043,128,,6.67004427080974
8,3,0.25938172405585647,2.2230354021303356,128,,6.67004427080974
8,1,0.3053694791160524,2.2690052022226155,128,,6.67004427080974
8,7,0.13392020715400577,2.0981468241661787,128,,6.67004427080974
8,4,0.23583705606870353,2.200830118963495,128,,6.67004427080974
8,8,0.3205589740537107,2.2636078190989792,128,,6.67004427080974
8,12,0.23021460697054863,2.2013122430071235,128,,6.67004427080974
8,14,0.1853672389406711,2.1571936409454793,128,,6.67004427080974
8,13,0.20783940004184842,2.1797640291042626,128,,6.67004427080974
8,15,0.16327615291811526,2.1354967039078474,128,,6.67004427080974
8,11,0.2523029469884932,2.2256601178087294,128,,6.67004427080974
8,10,0.2757163969799876,2.248448729980737,128,,6.67004427080974
8,9,0.2971130919177085,2.2712931588757783,128,,6.67004427080974
8,16,0.20537986396811903,2.051978070056066,128,,6.67004427080974
8,18,0.15027293399907649,2.010042359121144,128,,6.67004427080974
8,19,0.12678931117989123,1.9864247019868344,128,,6.67004427080974
8,17,0.17390948813408613,2.034399764146656,128,,6.67004427080974
